Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
What's News: World-Wide,,1889150927,Newspapers,," Islamic State of Iraq & the Levant--ISIS
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170419000020170418ed4j009ye , WSJOWSJO20170419000020170418ed4j009ye , 117310 , PQ_117310_Apr192017", News," Apr 19, 2017",, English, English, n/a," New York, N.Y.","Apr 19, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1889150927?accountid=14496,, n/a," Turkey , United States--US , Israel , Cleveland Ohio , Japan , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=What%27s+News%3A+World-Wide&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
What's News: World-Wide,,1889231266,Newspapers,," European Union
926110
928120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170419000020170419ed4j00105 , WSJOWSJO20170419000020170419ed4j00105 , 117310 , PQ_117310_Apr192017", News," Apr 19, 2017",, English, English, n/a," New York, N.Y.","Apr 19, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1889231266?accountid=14496,, n/a," North Korea , Yemen , Turkey , United States--US , Saudi Arabia , Israel , Cleveland Ohio , Japan",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=What%27s+News%3A+World-Wide&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
'Dreamer' sues over deportation; Trump administration is accused of sending the 23-year-old from California to Mexico despite DACA status.,,1889245950,Newspapers," Carcamo, Cindy
Carcamo
Cindy
Cindy Carcamo",," Copyright Los Angeles Times Apr 19, 2017"," 7683 , PQ_7683_Apr192017 , LATMLATM201704199534 , LATMLATM201704199534", News," Apr 19, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","Apr 19, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1889245950?accountid=14496,, B.1," Immigration policy , Deportation , Border patrol , Aliens , California , Mexico , United States--US , Obama, Barack"," DEFERRED ACTION FOR CHILDHOOD ARRIVALS (GOVERNMENT PROGRAM) , IMMIGRANTS , DEPORTATION , SUITS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=%27Dreamer%27+sues+over+deportation%3B+Trump+administration+is+accused+of+sending+the+23-year-old+from+California+to+Mexico+despite+DACA+status.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Carcamo%2C+Cindy&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
CITY &amp;amp; STATE; Clemency rekindles hope; Brown's pardons could aid deported vets' chances of returning,,1889246136,Newspapers," Morrissey, Kate
Kate
Kate Morrissey
Morrissey
Kate Morrissey"," American Civil Liberties Union--ACLU
541110
813311 , Congress
921120 , Department of the Army"," Copyright Los Angeles Times Apr 19, 2017"," 7683 , PQ_7683_Apr192017 , LATMLATM201704199519 , LATMLATM201704199519", News," Apr 19, 2017",0458-3035, English, English, B.3," Los Angeles, Calif.","Apr 19, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1889246136?accountid=14496,, B.3," Immigration policy , Citizenship , Shootings , Pardons , Armed forces , Mexico , California , United States--US"," ARMY (U.S.) , VETERANS , DEPORTATION , PARDONS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CITY+%26amp%3Bamp%3B+STATE%3B+Clemency+rekindles+hope%3B+Brown%27s+pardons+could+aid+deported+vets%27+chances+of+returning&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Morrissey%2C+Kate&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump aims to reshape visas for skilled workers; He orders review of H-1B program he said has undercut American workers,,1889246515,Newspapers," Memoli, Michael A
Memoli
A
Michael
Michael A. Memoli , Lee, Don
Lee
Don
Don Lee"," Congress
921120"," Copyright Los Angeles Times Apr 19, 2017"," 7683 , PQ_7683_Apr192017 , LATMLATM201704199508 , LATMLATM201704199508", News," Apr 19, 2017",0458-3035, English, English, C.1," Los Angeles, Calif.","Apr 19, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1889246515?accountid=14496,, C.1," Tax reform , Election results , Passports & visas , Skilled workers , Florida , Wisconsin , United States--US"," TRUMP, DONALD J , EXECUTIVE ORDERS , SKILLED WORKERS , FOREIGN LABOR , VISAS , AMERICANS , HIRING",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Trump+aims+to+reshape+visas+for+skilled+workers%3B+He+orders+review+of+H-1B+program+he+said+has+undercut+American+workers&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Memoli%2C+Michael+A%3BLee%2C+Don&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
How 'Hire American' Could Affect a World of Tech Workers,,1889250734,Newspapers," Goel, Vindu
Goel
Vindu
Vindu Goel",," Copyright New York Times Company Apr 19, 2017"," 029726-20170419 , 029726-20170419 , 7818 , PQ_7818_Apr192017", News," Apr 19, 2017",0362-4331, English, English, A.16," New York, N.Y.","Apr 19, 2017",New York Times,2017,https://search.proquest.com/docview/1889250734?accountid=14496,, A.16," Outsourcing , Passports & visas , Shortages , Employers , Government agencies , Immigration policy , Executive orders , High tech industries , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=How+%27Hire+American%27+Could+Affect+a+World+of+Tech+Workers%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Goel%2C+Vindu&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
DHS secretary to critics: 'Shut up' or change laws,,1889290761,Newspapers," Devlin, Barrett
Barrett
Barrett Devlin
Devlin
Devlin Barrett"," George Washington University
611310 , Congress
921120 , Democratic Party
813940"," (Copyright The Washington Post Company, Apr 19, 2017)"," WPXXWP20170419DHSsecretarytocriticsShutuporchangelaws8a2a92b6 , WPXXWP20170419DHSsecretarytocriticsShutuporchangelaws8a2a92b6 , 7653 , PQ_7653_Apr192017", News," Apr 19, 2017",0190-8286, English, English, A.5," Washington, D.C.","Apr 19, 2017",The Washington Post,2017,https://search.proquest.com/docview/1889290761?accountid=14496,, A.5," Executive orders , Women , National security , Politics , Legislators , Crowley, Joseph , United States--US , Kelly, John F , Europe", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=DHS+secretary+to+critics%3A+%27Shut+up%27+or+change+laws&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Devlin%2C+Barrett&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Communities weigh threats about sanctuary,,1889290796,Newspapers," Sacchetti, Maria
Sacchetti
Maria
Maria Sacchetti"," National Conference of State Legislatures
926150"," (Copyright The Washington Post Company, Apr 19, 2017)"," WPXXWP20170419Communitiesweighthreatsaboutsanctuary5db7ae84 , WPXXWP20170419Communitiesweighthreatsaboutsanctuary5db7ae84 , 7653 , PQ_7653_Apr192017", News," Apr 19, 2017",0190-8286, English, English, A.1," Washington, D.C.","Apr 19, 2017",The Washington Post,2017,https://search.proquest.com/docview/1889290796?accountid=14496,, A.1," Immigration policy , Deportation , Cooperation , Assaults , Rape , Sex crimes , Aliens , United States--US , Mississippi , Latin America , Maryland , Cuba , California , Virginia", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Communities+weigh+threats+about+sanctuary&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Sacchetti%2C+Maria&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
'It's not good when a sport is all white',,1889290833,Newspapers," Dougherty, Jesse
Dougherty
Jesse
Jesse Dougherty",," (Copyright The Washington Post Company, Apr 19, 2017)"," WPXXWP20170419Itsnotgoodwhenasportisallwhite0b554f88 , WPXXWP20170419Itsnotgoodwhenasportisallwhite0b554f88 , 7653 , PQ_7653_Apr192017", News," Apr 19, 2017",0190-8286, English, English, D.1," Washington, D.C.","Apr 19, 2017",The Washington Post,2017,https://search.proquest.com/docview/1889290833?accountid=14496,, D.1," Public schools , Hispanic Americans , Children & youth , Teams , Secondary schools , Beekeeping , Cities , Seasons , Black athletes", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=%27It%27s+not+good+when+a+sport+is+all+white%27&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=D.1&amp;au=Dougherty%2C+Jesse&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
No U.S. attorneys in place at Justice,,1889291018,Newspapers," Horwitz, Sari
Horwitz
Sari
Sari Horwitz"," University of Baltimore
611310"," (Copyright The Washington Post Company, Apr 19, 2017)"," WPXXWP20170419NoUSattorneysinplaceatJusticed94c4bd0 , WPXXWP20170419NoUSattorneysinplaceatJusticed94c4bd0 , 7653 , PQ_7653_Apr192017", News," Apr 19, 2017",0190-8286, English, English, A.2," Washington, D.C.","Apr 19, 2017",The Washington Post,2017,https://search.proquest.com/docview/1889291018?accountid=14496,, A.2," Resignations , Attorneys general , Law enforcement , National security , Employment , Public prosecutors , California , United States--US , Bush, George W", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=No+U.S.+attorneys+in+place+at+Justice&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Horwitz%2C+Sari&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Iranian American groups set to seek halt to Trump travel order,,1889291035,Newspapers," Hsu, Spencer S
Hsu
S
Spencer
Spencer S Hsu"," National Iranian American Council
813410 , Public Affairs Alliance of Iranian Americans
813940 , Supreme Court-US
922110"," (Copyright The Washington Post Company, Apr 19, 2017)"," WPXXWP20170419IranianAmericangroupssettoseekhalttoTrum65d31b20 , WPXXWP20170419IranianAmericangroupssettoseekhalttoTrum65d31b20 , 7653 , PQ_7653_Apr192017", News," Apr 19, 2017",0190-8286, English, English, A.16," Washington, D.C.","Apr 19, 2017",The Washington Post,2017,https://search.proquest.com/docview/1889291035?accountid=14496,, A.16," Court hearings & proceedings , Executive orders , Civil rights , Federal court decisions , Legal arguments , Sudan , Somalia , Middle East , United States--US , Libya , Iraq , Iran , Maryland , Hawaii , Yemen , Syria", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Iranian+American+groups+set+to+seek+halt+to+Trump+travel+order&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Hsu%2C+Spencer+S&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Silicon Valley's newest benefit: Paid time off for political protests,,1889291148,Newspapers," Bhattarai, Abha
Abha
Abha Bhattarai
Bhattarai
Abha Bhattarai"," University of Pennsylvania
611310 , Google Inc
334310
519130"," (Copyright The Washington Post Company, Apr 19, 2017)"," WPXXWP20170419SiliconValleysnewestbenefitPaidtimeofffo92228bd0 , WPXXWP20170419SiliconValleysnewestbenefitPaidtimeofffo92228bd0 , 7653 , PQ_7653_Apr192017", News," Apr 19, 2017",0190-8286, English, English, A.12," Washington, D.C.","Apr 19, 2017",The Washington Post,2017,https://search.proquest.com/docview/1889291148?accountid=14496,, A.12," Passports & visas , Employees , Startups , Immigration , High tech industries", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Silicon+Valley%27s+newest+benefit%3A+Paid+time+off+for+political+protests&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Bhattarai%2C+Abha&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S. News: White House Links Migrant Gangs, Crime","  Mr. Sessions on Tuesday echoed the president's tweet in remarks to federal law enforcement officials, blaming ""an open border and years of lax immigration enforcement"" for recent growth of the Central American gang.",1889293543,Newspapers," Reinhard, Beth
Reinhard
Beth
Beth Reinhard; Aruna Viswanatha , Viswanatha, Aruna
Viswanatha
Aruna , Reinhard, Beth
Reinhard
Beth
Beth Reinhard , Viswanatha, Aruna
Viswanatha
Aruna
Aruna Viswanatha",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321797739 , 111489932 , 7510 , WSJ , DWJNJ000000020170419ed4j0001c", News," Apr 19, 2017",0099-9660, English, English, A.6," New York, N.Y.","Apr 19, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1889293543?accountid=14496,, A.6," Law enforcement , Aliens , Border security , Gangs , Immigration policy , Public safety , United States--US , Sessions, Jeff , Kelly, John , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+White+House+Links+Migrant+Gangs%2C+Crime&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Reinhard%2C+Beth%3BViswanatha%2C+Aruna&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Donald Trump's First 100 Days --- The administration's latest actions and agenda at a glance,"  The president signs veterans health-care legislation on Wednesday, and the Super Bowl champion New England Patriots visit the White House. --",1889293592,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous"," Fox News Channel
515120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321797841 , 111489932 , 7510 , WSJ , DWJNJ000000020170419ed4j0001v", News," Apr 19, 2017",0099-9660, English, English, A.6," New York, N.Y.","Apr 19, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1889293592?accountid=14496,, A.6," Scandals , Health care policy , Immigration policy , Professional football , United States--US , Trump, Donald J , Gentiloni, Paolo",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Donald+Trump%27s+First+100+Days+---+The+administration%27s+latest+actions+and+agenda+at+a+glance&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Trump Unveils H-1B Order,"  The result stands to benefit high-tech companies in Silicon Valley, with fewer H-1B visas going to outsourcing firms, many based in India, which critics say displace American workers.",1889294547,Newspapers," Stokols, Eli
Stokols
Eli
Eli Stokols; Laura Meckler , Meckler, Laura
Meckler
Laura , Stokols, Eli
Stokols
Eli
Eli Stokols , Meckler, Laura
Meckler
Laura
Laura Meckler",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321797743 , 111489932 , 7510 , WSJ , DWJNJ000000020170419ed4j0001e", News," Apr 19, 2017",0099-9660, English, English, A.4," New York, N.Y.","Apr 19, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1889294547?accountid=14496,, A.4," High tech industries , Skilled workers , Executive orders , Passports & visas , Foreign labor , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Trump+Unveils+H-1B+Order&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-19&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Stokols%2C+Eli%3BMeckler%2C+Laura&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
