Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
DIGEST,,612897071,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 17, 2010"," 2082393911 , 53389171 , 7653 , TWP , WPXX20100717135B9C4A", News," Jul 17, 2010",0190-8286, English, English, A.3," Washington, D.C.","Jul 17, 2010",The Washington Post,2010,https://search.proquest.com/docview/612897071?accountid=14496,,,, A.3,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=DIGEST&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-17&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Speaking up for his 'America' on the air; At a local radio station, Tito Munoz fine-tunes a conservative Latino voice","Because we are America . . . Elsewhere on the dial, Spanish-language radio is dominated by music, hyper-local nonpartisan community affairs and paid call-in hours with lawyers, mortgage brokers and credit counselors.",612910856,Newspapers," Montgomery, David
Montgomery
David
David Montgomery",," Northern Virginia Community College
611210"," Copyright The Washington Post Company Jul 17, 2010"," 2082394341 , 53389171 , 7653 , TWP , WPXX20100717135B9C55", Feature," Jul 17, 2010",0190-8286, English, English, C.1," Washington, D.C.","Jul 17, 2010",The Washington Post,2010,https://search.proquest.com/docview/612910856?accountid=14496,,,, C.1,," Aliens , Radio programming , Conservatism , Hispanic Americans , Munoz, Tito",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Speaking+up+for+his+%27America%27+on+the+air%3B+At+a+local+radio+station%2C+Tito+Munoz+fine-tunes+a+conservative+Latino+voice&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-17&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Montgomery%2C+David&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Key Battles On Economy, Mines Tax, Climate","Neil Sands MELBOURNE--With Australia's ruling party and the opposition both casting themselves as fiscal conservatives, the upcoming Aug. 21 election will be a contest to establish economic credibility, with key policy battles likely to include climate change, mining taxes and stemming the flow of ""boat people"" into the country.",613350850,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2083794771 , 53391541 , 117310 , WSJO , WSJOWSJO80AD749F8B00BBB4729D8E1960CC4A79SB10001424052748704913304575372063178768560", News," Jul 17, 2010",, English, English, n/a," New York, N.Y.","Jul 17, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/613350850?accountid=14496,,,, n/a,," Economic conditions , Recessions , Tax rates , Gross Domestic Product--GDP , Emissions trading , Gillard, Julia",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Key+Battles+On+Economy%2C+Mines+Tax%2C+Climate&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-17&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Inside Mexico's Drug War, Americans Allege Abuse","The human-rights office of the state of Chihuahua, where Ciudad Juarez is located, is investigating some 465 cases of alleged abuse and torture of Mexican citizens by soldiers. ""Many times they make human-rights complaints because they want to limit our capacity for action and besmirch the institution,"" said Brigadier Gen. Jesus Hernandez Perez, commander of the 4th Artillery Regiment, in an interview late last year.",613386983,Newspapers," Casey, Nicholas
Casey
Nicholas
Nicholas Casey",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2083893831 , 53408531 , 7510 , WSJ , DWJNJ000000020100717e67h00023", News," Jul 17, 2010",0099-9660, English, English, A.1," New York, N.Y.","Jul 17, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/613386983?accountid=14496,,,, A.1,," Marijuana , Trials , Congressional committees , Armed forces , Armed forces , Prisoner treatment , Ciudad Juarez Mexico , Calderon, Felipe , Dodge Ram",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Inside+Mexico%27s+Drug+War%2C+Americans+Allege+Abuse&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-17&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Casey%2C+Nicholas&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
City News: Mayor Repeats: No On White House,Mayor Michael Bloomberg declared Friday -- for the umpteenth time -- that he's not running for the White House.,613591305,Newspapers," Michael Howard Saul
Michael Howard Saul",," Dartmouth College
611310"," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2083583141 , 53408531 , 7510 , WSJ , DWJNJ000000020100717e67h0002u", News," Jul 17, 2010",0099-9660, English, English, A.17," New York, N.Y.","Jul 17, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/613591305?accountid=14496,,,, A.17,," Mayors , Presidential elections , New York City New York , Bloomberg, Michael",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=City+News%3A+Mayor+Repeats%3A+No+On+White+House&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-17&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Michael+Howard+Saul&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: U.S. Watch,"David Benoit --- ENVIRONMENT Scientists Estimate Impact Of Temperature Change If global temperatures rise, fueled by carbon-dioxide emissions, there will be long-term consequences in rainfall, crop production and wildfires, according to a report issued Friday by the National Research Council, a nonprofit that provides science-policy advice to the government.",613591367,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2083583551 , 53408531 , 7510 , WSJ , DWJNJ000000020100717e67h00038", News," Jul 17, 2010",0099-9660, English, English, A.6," New York, N.Y.","Jul 17, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/613591367?accountid=14496,,,, A.6,," Temperature , Medicare fraud",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+U.S.+Watch&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-17&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
CALIFORNIA; Mexico arrests shed light on migrant-kidnapping outfits; Organized gangs capture border crossers and call their relatives for ransom.,"The days-long kidnapping ordeal in May illustrates what authorities say is a growing trend as roaming gangs of well-organized, heavily armed gunmen turn their sights on illegal immigrants, making a treacherous journey ever more dangerous for people trekking north. The current situation resulted from a convergence of factors in the U.S. and Mexico that put increasing pressure on the traditional human smuggling groups in the area, according to authorities in both countries.",613085096,Newspapers," Marosi, Richard
Marosi
Richard
Richard Marosi",,, (Copyright (c) 2010 Los Angeles Times)," 2082987701 , 53389191 , 7683 , ANGE , LATM100027168", News," Jul 18, 2010",0458-3035, English, English, A.33," Los Angeles, Calif.","Jul 18, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/613085096?accountid=14496,,,, A.33,," Aliens , Criminals , Human trafficking , Kidnapping , Baja California Mexico , United States--US , Mexico",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CALIFORNIA%3B+Mexico+arrests+shed+light+on+migrant-kidnapping+outfits%3B+Organized+gangs+capture+border+crossers+and+call+their+relatives+for+ransom.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-18&amp;volume=&amp;issue=&amp;spage=A.33&amp;au=Marosi%2C+Richard&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
NATIONAL BRIEFING; ARIZONA; Immigration suits may merge,,613085127,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2010 Los Angeles Times)," 2082988481 , 53389191 , 7683 , ANGE , LATM100027129", News," Jul 18, 2010",0458-3035, English, English, A.18," Los Angeles, Calif.","Jul 18, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/613085127?accountid=14496,,,, A.18,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=NATIONAL+BRIEFING%3B+ARIZONA%3B+Immigration+suits+may+merge&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-18&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
MORNING BRIEFING; COMMENTARY; Iroquois Nationals stopped by a paper trail,"There may well be thousands of immigrants, many from their far-flung former colonies, now living in British cities plotting destruction and unrest on a daily basis, but the English are not going to accept the possibility of having an American Indian lacrosse team on their hands as well. Time ran out on Friday for a team of Iroquois lacrosse players who have been blocked from traveling to a tournament in England because of a passport dispute.",613085469,Newspapers," Ford, Bob
Ford
Bob
Bob Ford",," Haudenosaunee Confederacy
921150", (Copyright (c) 2010 Los Angeles Times)," 2082995361 , 53389191 , 7683 , ANGE , LATM100027069", News," Jul 18, 2010",0458-3035, English, English, C.2," Los Angeles, Calif.","Jul 18, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/613085469?accountid=14496,,,, C.2,," Tournaments & championships , National security , Athletes , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=MORNING+BRIEFING%3B+COMMENTARY%3B+Iroquois+Nationals+stopped+by+a+paper+trail&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-18&amp;volume=&amp;issue=&amp;spage=C.2&amp;au=Ford%2C+Bob&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"On Ellis Island, a Kinship With the Huddled Masses","ON a breezy, clear summer morning, Eddie Izzard -- the British actor, comedian, transvestite and aspiring politician -- took a trip to Ellis Island. [...] he seemed slightly hesitant, as if he were embarrassed by the attention -- odd for a guy whose iPhone screen saver is a shot of himself in heavy makeup, a sparkly shirt and elbow-length black gloves.",613086360,Newspapers," Ellin, Abby
Ellin
Abby
Abby Ellin", NYTIAO,," Copyright New York Times Company Jul 18, 2010"," 2083008891 , 53400221 , 7818 , NYTIAO , NYT , 589853-20100718", Commentary," Jul 18, 2010",0362-4331, English, English, ST.7," New York, N.Y.","Jul 18, 2010",New York Times,2010,https://search.proquest.com/docview/613086360?accountid=14496,,,, ST.7,," Comedians , Social justice , Immigration , Ellis Island , Izzard, Eddie",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=On+Ellis+Island%2C+a+Kinship+With+the+Huddled+Masses%3A+%5BStyle+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-07-18&amp;volume=&amp;issue=&amp;spage=ST.7&amp;au=Ellin%2C+Abby&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Immigrant detainees bound for Va. center; Surge of criminal charges since '09 Large facility the result of federal screening program,"The administration's large-scale expansion of Secure Communities soon answered that question. Since October 2008, the program has checked the legal status of 262,930 immigrants who had been charged with crimes in 95 jurisdictions.",613108751,Newspapers," Sieff, Kevin
Sieff
Kevin
Kevin Sieff",,," Copyright The Washington Post Company Jul 18, 2010"," 2083046881 , 53400871 , 7653 , TWP , WPXX20100718135C83CC", News," Jul 18, 2010",0190-8286, English, English, C.1," Washington, D.C.","Jul 18, 2010",The Washington Post,2010,https://search.proquest.com/docview/613108751?accountid=14496,,,, C.1,," Immigration policy , Prisons , Enforcement , Aliens , Detention centers , Virginia",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Immigrant+detainees+bound+for+Va.+center%3B+Surge+of+criminal+charges+since+%2709+Large+facility+the+result+of+federal+screening+program&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-18&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Sieff%2C+Kevin&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Digest,,613109539,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 18, 2010"," 2083046891 , 53400871 , 7653 , TWP , WPXX20100718135C83E0", News," Jul 18, 2010",0190-8286, English, English, A.10," Washington, D.C.","Jul 18, 2010",The Washington Post,2010,https://search.proquest.com/docview/613109539?accountid=14496,,,, A.10,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Digest&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-18&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Why good fences make bad policy,"[...] its seems to have increased their numbers. According to Massey, post-IRCA border enforcement may have increased the size of the permanent Mexican population in the United States by a factor of nearly four.",613112149,Newspapers," Schrag, Peter
Schrag
Peter
Peter Schrag",," Public Policy Institute of California
813410"," Copyright The Washington Post Company Jul 18, 2010"," 2083048281 , 53400871 , 7653 , TWP , WPXX20100718135C846E", Commentary," Jul 18, 2010",0190-8286, English, English, B.4," Washington, D.C.","Jul 18, 2010",The Washington Post,2010,https://search.proquest.com/docview/613112149?accountid=14496,,,, B.4,," Aliens , Enforcement , Workers , Immigration policy , Boundaries , Border patrol , United States--US , Mexico",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Why+good+fences+make+bad+policy&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-18&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Schrag%2C+Peter&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Consultants offer special U.S. delivery; For many pregnant Chinese, American passport is strong lure","At a time when China is prospering and the common perception of America here is of an empire in economic decline, the proliferation of U.S. baby services shows that for many Chinese, a U.S. passport nevertheless remains a powerful lure. The spokesman, who said expectant mothers typically claim they are going to the United States as tourists, compared the baby consultancies to services that help foreign students apply for American universities: If you have the money, they give you the service.",613178199,Newspapers," Keith B Richburg in shanghai
Keith B Richburg in shanghai",,," Copyright The Washington Post Company Jul 18, 2010"," 2083046821 , 53400871 , 7653 , TWP , WPXX20100718135C83C0", News," Jul 18, 2010",0190-8286, English, English, A.1," Washington, D.C.","Jul 18, 2010",The Washington Post,2010,https://search.proquest.com/docview/613178199?accountid=14496,,,, A.1,," Diplomatic & consular services , Citizenship , Passports & visas , Foreign students , Citizenship , Passports & visas , United States--US , China",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Consultants+offer+special+U.S.+delivery%3B+For+many+pregnant+Chinese%2C+American+passport+is+strong+lure&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-18&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Keith+B+Richburg+in+shanghai&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
