Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
"Immigration Splits GOP, Business Groups in Kansas","  A former law professor, Mr. Kobach predicts restrictive bills could pass the legislature this year, including a move to repeal discounted, in-state college tuition for the children of undocumented workers and a requirement that all employers verify the legal status of their employees. ""Because of our inaction over the past decade, Kansas has become the sanctuary state of the Midwest,"" he said.",1271984664,Newspapers," King, Neil, Jr
Neil
Neil King Jr
Jr
King
Neil King Jr.",," Senate
921120 , Republican Party
813940"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2871776621 , 74882662 , 117310 , WSJO , WSJOWSJO20130122000020130122e91m00b1a", News," Jan 22, 2013",, English, English, n/a," New York, N.Y.","Jan 22, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1271984664?accountid=14496,,,, n/a,," Aliens , Immigration policy , Government spending , Political campaigns , Workers , Legislatures , Kansas , Obama, Barack , Rubio, Marco , Brownback, Sam , Romney, W Mitt",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigration+Splits+GOP%2C+Business+Groups+in+Kansas&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-22&amp;volume=&amp;issue=&amp;spage=&amp;au=King%2C+Neil%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Immigration Splits GOP, Business Groups in Kansas","  A former law professor, Mr. Kobach predicts restrictive bills could pass the legislature this year, including a move to repeal discounted, in-state college tuition for the children of undocumented workers and a requirement that all employers verify the legal status of their employees. ""Because of our inaction over the past decade, Kansas has become the sanctuary state of the Midwest,"" he said.",1271984682,Newspapers," King, Neil, Jr
Neil
Neil King Jr
Jr
King
Neil King Jr.",," Senate
921120 , Republican Party
813940"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2871777311 , 74901132 , 117310 , WSJO , WSJOWSJO20130123000020130122e91m00b1a", News," Jan 23, 2013",, English, English, n/a," New York, N.Y.","Jan 23, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1271984682?accountid=14496,,,, n/a,," Aliens , Immigration policy , Government spending , Political campaigns , Workers , Legislatures , Kansas , Obama, Barack , Rubio, Marco , Brownback, Sam , Romney, W Mitt",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigration+Splits+GOP%2C+Business+Groups+in+Kansas&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-23&amp;volume=&amp;issue=&amp;spage=&amp;au=King%2C+Neil%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"U.S. News: Immigration Splits GOP, Business Groups in Kansas","  A former law professor, Mr. Kobach predicts restrictive bills could pass the legislature this year, including a move to repeal discounted, in-state college tuition for the children of undocumented workers and a requirement that all employers verify the legal status of employees.",1272051525,Newspapers," King, Neil, Jr
Neil
Neil King Jr
Jr
King
Neil King Jr.",," Republican Party
813940"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2872049441 , 74907722 , 7510 , WSJ , DWJNJ000000020130123e91n00010", News," Jan 23, 2013",0099-9660, English, English, A.4," New York, N.Y.","Jan 23, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1272051525?accountid=14496," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior", A.4," 9190 United States , 1210 Politics & political behavior"," Aliens , Immigration policy , Foreign labor , Kansas , Kobach, Kris",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Immigration+Splits+GOP%2C+Business+Groups+in+Kansas&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-01-23&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=King%2C+Neil%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
TARP Czar to Take Shot in Politics,"  Neel Kashkari, who oversaw the U.S. Treasury's much-maligned Troubled Asset Relief Program during the financial crisis, said he is leaving Pacific Investment Management Co. to consider running for public office in Democrat-heavy California as a Republican.",1272170148,Newspapers," Wessel, David
David
David Wessel
Wessel
David Wessel , Grind, Kirsten
Kirsten
Kirsten Grind
Grind
Kirsten Grind",," Republican Party
813940 , Senate
921120 , Hewlett-Packard Co
334611
511210
334111
334119 , eBay Inc
454112 , Pacific Investment Management Co
523920"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2872873761 , 74901132 , 117310 , WSJO , WSJOWSJO20130123000020130123e91n009c5", News," Jan 23, 2013",, English, English, n/a," New York, N.Y.","Jan 23, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1272170148?accountid=14496,,,, n/a,," Mutual funds , Investment policy , TARP funds , Equity funds , Governors , United States--US , California , Boxer, Barbara , Whitman, Meg",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=TARP+Czar+to+Take+Shot+in+Politics&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-23&amp;volume=&amp;issue=&amp;spage=&amp;au=Wessel%2C+David%3BGrind%2C+Kirsten&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Latinos lead the state's union gains; Membership growth bucks U.S. trend,"  A nurse in the intensive-care unit at Community Hospital Long Beach, McKay said she and colleagues decided to try to organize after a new company took over the hospital and nurses weren't comfortable with the way they were being treated. ""California is doing far better than most other states and far better than the national trend"" in union membership, said John Logan, a professor of labor and employment at San Francisco State University.",1272214755,Newspapers," Semuels, Alana
Alana
Alana Semuels
Semuels
Alana Semuels",,, (Copyright (c) 2013 Los Angeles Times)," 2873051621 , 74926482 , 7683 , ANGE , LATM130002385", News," Jan 24, 2013",0458-3035, English, English, A.1," Los Angeles, Calif.","Jan 24, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1272214755?accountid=14496,,,, A.1,," Labor unions , Hispanic Americans , Union membership , California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Latinos+lead+the+state%27s+union+gains%3B+Membership+growth+bucks+U.S.+trend&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-01-24&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Semuels%2C+Alana&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
TARP Czar to Take Shot in Politics,"  Neel Kashkari, who oversaw the U.S. Treasury's much-maligned Troubled Asset Relief Program during the financial crisis, said he is leaving Pacific Investment Management Co. to consider running for public office in Democrat-heavy California as a Republican.",1272246015,Newspapers," Wessel, David
David
David Wessel
Wessel
David Wessel , Grind, Kirsten
Kirsten
Kirsten Grind
Grind
Kirsten Grind",," Republican Party
813940 , Pacific Investment Management Co
523920"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2873170451 , 74928842 , 7510 , WSJ , DWJNJ000000020130124e91o0003b", News," Jan 24, 2013",0099-9660, English, English, C.1," New York, N.Y.","Jan 24, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1272246015?accountid=14496," 2120 Chief executive officers , 8130 Investment services , 9190 United States"," 2120 Chief executive officers , 8130 Investment services , 9190 United States"," 2120 Chief executive officers , 8130 Investment services , 9190 United States", C.1," 2120 Chief executive officers , 8130 Investment services , 9190 United States"," Mutual funds , Investment policy , TARP funds , State elections , California , Kashkari, Neel",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=TARP+Czar+to+Take+Shot+in+Politics&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-01-24&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Wessel%2C+David%3BGrind%2C+Kirsten&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Jeb Bush and Clint Bolick: Solving the Immigration Puzzle; Some want illegals to return to their native countries and 'wait in line' like everyone else. There is no line.,"  The only tried-and-true method of reducing illegal immigration is a bad economy. [...]with a dismal American economy and an improving Mexican one, the net immigration from Mexico is now zero: The driver of immigration policy is ""chain migration."" Since the 1960s, the vast majority of legal immigrants have come pursuant to a very broad definition of ""family reunification""--which includes not only spouses and minor children but parents and siblings.",1272370481,Newspapers," Bush, Jeb
Jeb
Jeb Bush
Bush
Jeb Bush , Bolick, Clint
Clint
Clint Bolick
Bolick
Clint Bolick",," Congress
921120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2873920001 , 74945132 , 117310 , WSJO , WSJOWSJO20130125000020130125e91p000ul", News," Jan 25, 2013",, English, English, n/a," New York, N.Y.","Jan 25, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1272370481?accountid=14496,,,, n/a,," Aliens , Immigration policy , Families & family life , Retirement benefits , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Jeb+Bush+and+Clint+Bolick%3A+Solving+the+Immigration+Puzzle%3B+Some+want+illegals+to+return+to+their+native+countries+and+%27wait+in+line%27+like+everyone+else.+There+is+no+line.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-25&amp;volume=&amp;issue=&amp;spage=&amp;au=Bush%2C+Jeb%3BBolick%2C+Clint&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Solving the Immigration Puzzle,"  The only tried-and-true method of reducing illegal immigration is a bad economy. [...]with a dismal American economy and an improving Mexican one, the net immigration from Mexico is now zero: The driver of immigration policy is ""chain migration."" Since the 1960s, the vast majority of legal immigrants have come pursuant to a very broad definition of ""family reunification"" -- which includes not only spouses and minor children but parents and siblings.",1272439648,Newspapers," Bush, Jeb
Jeb
Jeb Bush
Bush
Jeb Bush , Bolick, Clint
Clint
Clint Bolick
Bolick
Clint Bolick",," Congress
921120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2874196221 , 74954232 , 7510 , WSJ , DWJNJ000000020130125e91p00013", News," Jan 25, 2013",0099-9660, English, English, A.13," New York, N.Y.","Jan 25, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1272439648?accountid=14496," 1200 Social policy , 9190 United States"," 1200 Social policy , 9190 United States"," 1200 Social policy , 9190 United States", A.13," 1200 Social policy , 9190 United States"," Aliens , Immigration policy , Families & family life , Retirement benefits , Immigration policy , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Solving+the+Immigration+Puzzle&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-01-25&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Bush%2C+Jeb%3BBolick%2C+Clint&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Prison Population Can Shrink When Police Crowd the Streets,"  [...]what would happen if the rest of the country followed New York City's example? ""The precise causes of New York's crime decline will be debated by social scientists until the Sun hits the Earth,"" said Michael Jacobson, a criminologist who ran the city's Correction and Probation Departments during the 1990s and is now the president of the Vera Institute of Justice, a criminal justice research group.",1280444185,Newspapers," Tierney, John
John
John Tierney
Tierney
John Tierney", NYTIAO," Police Department-New York City NY
922120"," Copyright New York Times Company Jan 26, 2013"," 2874940671 , 74971492 , 7818 , NYTIAO , NYT , 270687-20130126", News," Jan 26, 2013",0362-4331, English, English, A.1," New York, N.Y.","Jan 26, 2013",New York Times,2013,https://search.proquest.com/docview/1280444185?accountid=14496,,,, A.1,," Community policing , Correctional treatment programs , Prisoners , Studies , Imprisonment , Series & special reports , New York City New York , United States--US , Bloomberg, Michael",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Prison+Population+Can+Shrink+When+Police+Crowd+the+Streets%3A+%5BNews%3B+Series%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-26&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Tierney%2C+John&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Ruling Party Suffers Blow in Singapore By-Election,"  The ruling party's favored candidate then scraped a win in an unexpectedly heated presidential election in August that year, before a third setback in a by-election last May. Since the May 2011 vote, the PAP government has taken steps to cool a buoyant housing market, help low-income families, and slow the inflow of immigrants and foreign workers that has helped boost Singapore's population by over 27% since 2002 to 5.3 million people--measures that businesses leaders say will slow economic growth and drive up labor costs.",1281868202,Newspapers," Chun Han Wong
Chun Han Wong",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2875338741 , 74966642 , 117310 , WSJO , WSJOWSJO20130126000020130126e91q0048t", News," Jan 26, 2013",, English, English, n/a," New York, N.Y.","Jan 26, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1281868202?accountid=14496,,,, n/a,," Political parties , Labor disputes , Local elections , Election results , Lee Hsien Loong , Low Thia Khiang",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Ruling+Party+Suffers+Blow+in+Singapore+By-Election&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-26&amp;volume=&amp;issue=&amp;spage=&amp;au=Chun+Han+Wong&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
