subjects_year,Freq,year,prop
Automobiles,1,2008,2.3832221163012392e-4
Baghdad Iraq,1,2008,2.3832221163012392e-4
Bail,1,2008,2.3832221163012392e-4
Bailouts,1,2008,2.3832221163012392e-4
Banking industry,1,2008,2.3832221163012392e-4
Bankruptcy,1,2008,2.3832221163012392e-4
Baptist churches,1,2008,2.3832221163012392e-4
Bars,1,2008,2.3832221163012392e-4
Beautification projects,1,2008,2.3832221163012392e-4
Beer,1,2008,2.3832221163012392e-4
Beijing China,1,2008,2.3832221163012392e-4
Belarus,1,2008,2.3832221163012392e-4
Belief & doubt,1,2008,2.3832221163012392e-4
Bend Oregon,1,2008,2.3832221163012392e-4
Bensonhurst-New York City NY,1,2008,2.3832221163012392e-4
Berlin Germany,1,2008,2.3832221163012392e-4
"Bernstein, Jared",1,2008,2.3832221163012392e-4
Bhutan,1,2008,2.3832221163012392e-4
"Bhutto, Benazir",1,2008,2.3832221163012392e-4
Bias,1,2008,2.3832221163012392e-4
Bicycling,1,2008,2.3832221163012392e-4
Big Sur California,1,2008,2.3832221163012392e-4
Biodiesel fuels,1,2008,2.3832221163012392e-4
Birds,1,2008,2.3832221163012392e-4
Birth control,1,2008,2.3832221163012392e-4
"Bishop, Bill",1,2008,2.3832221163012392e-4
Black history,1,2008,2.3832221163012392e-4
"Blagojevich, Rod",1,2008,2.3832221163012392e-4
"Blanco, Alex",1,2008,2.3832221163012392e-4
"Bloomberg, Michael",1,2008,2.3832221163012392e-4
Boats,1,2008,2.3832221163012392e-4
Bolivia,1,2008,2.3832221163012392e-4
Books -- Back to Blood,1,2008,2.3832221163012392e-4
"Books -- Big Sort, The",1,2008,2.3832221163012392e-4
Books -- I Live Here,1,2008,2.3832221163012392e-4
"Botstein, Leon",1,2008,2.3832221163012392e-4
"Boughton, Mark D",1,2008,2.3832221163012392e-4
"Boutte, Tony",1,2008,2.3832221163012392e-4
Bowling,1,2008,2.3832221163012392e-4
Boxing,1,2008,2.3832221163012392e-4
Boycotts,1,2008,2.3832221163012392e-4
Brand image,1,2008,2.3832221163012392e-4
Breast cancer,1,2008,2.3832221163012392e-4
Breweries,1,2008,2.3832221163012392e-4
Bridges,1,2008,2.3832221163012392e-4
Bronx New York,1,2008,2.3832221163012392e-4
"Brown, Gordon",1,2008,2.3832221163012392e-4
"Bruno, Joseph L",1,2008,2.3832221163012392e-4
"Bubaris, George",1,2008,2.3832221163012392e-4
Budgeting,1,2008,2.3832221163012392e-4
Building failures,1,2008,2.3832221163012392e-4
Building permits,1,2008,2.3832221163012392e-4
Burden of proof,1,2008,2.3832221163012392e-4
Business conditions,1,2008,2.3832221163012392e-4
Business forecasts,1,2008,2.3832221163012392e-4
Business plans,1,2008,2.3832221163012392e-4
"Bustamante, Jorge",1,2008,2.3832221163012392e-4
Butterflies & moths,1,2008,2.3832221163012392e-4
Cactus Texas,1,2008,2.3832221163012392e-4
Calais France,1,2008,2.3832221163012392e-4
Campuses,1,2008,2.3832221163012392e-4
"Cao, Joseph",1,2008,2.3832221163012392e-4
Caregivers,1,2008,2.3832221163012392e-4
"Carney, Chris",1,2008,2.3832221163012392e-4
"Carter, Bob",1,2008,2.3832221163012392e-4
Cartoons,1,2008,2.3832221163012392e-4
Castles & palaces,1,2008,2.3832221163012392e-4
Cellular telephones,1,2008,2.3832221163012392e-4
Centenarians,1,2008,2.3832221163012392e-4
Central America,1,2008,2.3832221163012392e-4
Central Falls Rhode Island,1,2008,2.3832221163012392e-4
Chain stores,1,2008,2.3832221163012392e-4
Changes,1,2008,2.3832221163012392e-4
Charities,1,2008,2.3832221163012392e-4
"Chavez, Cesar",1,2008,2.3832221163012392e-4
Chen Shi-Zheng,1,2008,2.3832221163012392e-4
Chhom Nimol,1,2008,2.3832221163012392e-4
Chief executive officers,1,2008,2.3832221163012392e-4
Child welfare,1,2008,2.3832221163012392e-4
Childrens music,1,2008,2.3832221163012392e-4
Chile,1,2008,2.3832221163012392e-4
Chinantla Mexico,1,2008,2.3832221163012392e-4
Chinatown-New York City NY,1,2008,2.3832221163012392e-4
"Choi, K J",1,2008,2.3832221163012392e-4
Cholera,1,2008,2.3832221163012392e-4
Christian Islamic relations,1,2008,2.3832221163012392e-4
"Chung, Jason",1,2008,2.3832221163012392e-4
Church & state,1,2008,2.3832221163012392e-4
Church buildings,1,2008,2.3832221163012392e-4
Cigarettes,1,2008,2.3832221163012392e-4
Circumcision,1,2008,2.3832221163012392e-4
Citizens,1,2008,2.3832221163012392e-4
Civil actions,1,2008,2.3832221163012392e-4
Civil law,1,2008,2.3832221163012392e-4
Civil unions,1,2008,2.3832221163012392e-4
Classified information,1,2008,2.3832221163012392e-4
"Clinton, Chelsea",1,2008,2.3832221163012392e-4
Coal mining,1,2008,2.3832221163012392e-4
Coalition governments,1,2008,2.3832221163012392e-4
Coffee,1,2008,2.3832221163012392e-4
Coffeehouses,1,2008,2.3832221163012392e-4
Collateralized debt obligations,1,2008,2.3832221163012392e-4
Collectors,1,2008,2.3832221163012392e-4
College campuses,1,2008,2.3832221163012392e-4
College presidents,1,2008,2.3832221163012392e-4
College professors,1,2008,2.3832221163012392e-4
Colorado River,1,2008,2.3832221163012392e-4
Columbia Tennessee,1,2008,2.3832221163012392e-4
Combatants,1,2008,2.3832221163012392e-4
Committees,1,2008,2.3832221163012392e-4
Community banks,1,2008,2.3832221163012392e-4
Community health care,1,2008,2.3832221163012392e-4
Community relations,1,2008,2.3832221163012392e-4
Community service,1,2008,2.3832221163012392e-4
Commuting,1,2008,2.3832221163012392e-4
Competitive advantage,1,2008,2.3832221163012392e-4
Computer & video games,1,2008,2.3832221163012392e-4
Computer science,1,2008,2.3832221163012392e-4
Concerts,1,2008,2.3832221163012392e-4
Conferences,1,2008,2.3832221163012392e-4
Congo-Democratic Republic of Congo,1,2008,2.3832221163012392e-4
Congressional elections -- Louisiana,1,2008,2.3832221163012392e-4
Congressional elections -- Pennsylvania,1,2008,2.3832221163012392e-4
Congressional hearings,1,2008,2.3832221163012392e-4
Consolidation,1,2008,2.3832221163012392e-4
Constitutional amendments,1,2008,2.3832221163012392e-4
Constitutional law,1,2008,2.3832221163012392e-4
Consumer credit,1,2008,2.3832221163012392e-4
Consumer spending,1,2008,2.3832221163012392e-4
Consumption function,1,2008,2.3832221163012392e-4
Contempt of court,1,2008,2.3832221163012392e-4
Contractors,1,2008,2.3832221163012392e-4
Contracts,1,2008,2.3832221163012392e-4
Convenience stores,1,2008,2.3832221163012392e-4
Cookies,1,2008,2.3832221163012392e-4
Cooking,1,2008,2.3832221163012392e-4
Corporate culture,1,2008,2.3832221163012392e-4
Corruption in government,1,2008,2.3832221163012392e-4
Corruption in government -- Illinois,1,2008,2.3832221163012392e-4
Corruption in government -- New York,1,2008,2.3832221163012392e-4
Cost control,1,2008,2.3832221163012392e-4
Country clubs,1,2008,2.3832221163012392e-4
Country music,1,2008,2.3832221163012392e-4
Couples,1,2008,2.3832221163012392e-4
Court hearings & proceedings,1,2008,2.3832221163012392e-4
Craftsmen,1,2008,2.3832221163012392e-4
Credentialing,1,2008,2.3832221163012392e-4
Credit bureaus,1,2008,2.3832221163012392e-4
Credit cards,1,2008,2.3832221163012392e-4
Credit reports,1,2008,2.3832221163012392e-4
Credit scoring,1,2008,2.3832221163012392e-4
Crime,1,2008,2.3832221163012392e-4
Criminal statistics,1,2008,2.3832221163012392e-4
Critical thinking,1,2008,2.3832221163012392e-4
Cross cultural studies,1,2008,2.3832221163012392e-4
Crude oil prices,1,2008,2.3832221163012392e-4
Cruelty to animals,1,2008,2.3832221163012392e-4
Cultural differences,1,2008,2.3832221163012392e-4
Cultural organizations,1,2008,2.3832221163012392e-4
Cultural values,1,2008,2.3832221163012392e-4
Culture,1,2008,2.3832221163012392e-4
Dairy farms,1,2008,2.3832221163012392e-4
"Davis, Tom",1,2008,2.3832221163012392e-4
Deaths,1,2008,2.3832221163012392e-4
Declaration of Independence-US,1,2008,2.3832221163012392e-4
"DeKelaita, Robert",1,2008,2.3832221163012392e-4
Demonstrations & protests -- Los Angeles California,1,2008,2.3832221163012392e-4
Demonstrations & protests -- Postville Iowa,1,2008,2.3832221163012392e-4
Demonstrations & protests -- San Francisco California,1,2008,2.3832221163012392e-4
Demonstrations & protests -- Xinjiang China,1,2008,2.3832221163012392e-4
Denmark,1,2008,2.3832221163012392e-4
Denver Colorado,1,2008,2.3832221163012392e-4
Deserts,1,2008,2.3832221163012392e-4
Developing countries,1,2008,2.3832221163012392e-4
Development banks,1,2008,2.3832221163012392e-4
Dictators,1,2008,2.3832221163012392e-4
Diesel fuels,1,2008,2.3832221163012392e-4
Disability pensions,1,2008,2.3832221163012392e-4
Disabled people,1,2008,2.3832221163012392e-4
Disaster relief,1,2008,2.3832221163012392e-4
Disease control,1,2008,2.3832221163012392e-4
Displaced workers,1,2008,2.3832221163012392e-4
Disposable income,1,2008,2.3832221163012392e-4
Disputes,1,2008,2.3832221163012392e-4
District attorneys,1,2008,2.3832221163012392e-4
Districts,1,2008,2.3832221163012392e-4
Divorce,1,2008,2.3832221163012392e-4
Domestic violence,1,2008,2.3832221163012392e-4
Dress codes,1,2008,2.3832221163012392e-4
Drinking water,1,2008,2.3832221163012392e-4
Drug trafficking,1,2008,2.3832221163012392e-4
Dubai United Arab Emirates,1,2008,2.3832221163012392e-4
Due process of law,1,2008,2.3832221163012392e-4
Earth,1,2008,2.3832221163012392e-4
Easter,1,2008,2.3832221163012392e-4
Eastern Europe,1,2008,2.3832221163012392e-4
Economic conditions -- Italy,1,2008,2.3832221163012392e-4
Economic conditions -- Michigan,1,2008,2.3832221163012392e-4
Economic conditions -- South Africa,1,2008,2.3832221163012392e-4
Economic conditions -- Southern California,1,2008,2.3832221163012392e-4
Economic conditions -- Spain,1,2008,2.3832221163012392e-4
Economic reform,1,2008,2.3832221163012392e-4
Ecuador,1,2008,2.3832221163012392e-4
Edison New Jersey,1,2008,2.3832221163012392e-4
Editorials -- Aliens,1,2008,2.3832221163012392e-4
Editorials -- Census of Population,1,2008,2.3832221163012392e-4
Editorials -- Deportation,1,2008,2.3832221163012392e-4
Editorials -- Immigrant students,1,2008,2.3832221163012392e-4
Editorials -- Immigration,1,2008,2.3832221163012392e-4
Editorials -- Immigration policy,1,2008,2.3832221163012392e-4
Editorials -- Italy,1,2008,2.3832221163012392e-4
Editorials -- Local government,1,2008,2.3832221163012392e-4
"Editorials -- Napolitano, Janet",1,2008,2.3832221163012392e-4
"Editorials -- Obama, Barack",1,2008,2.3832221163012392e-4
Editorials -- Prisons,1,2008,2.3832221163012392e-4
Editorials -- Religion,1,2008,2.3832221163012392e-4
Editorials -- Republican Party,1,2008,2.3832221163012392e-4
Editorials -- Temporary employment,1,2008,2.3832221163012392e-4
Editorials -- Unemployment,1,2008,2.3832221163012392e-4
Educational leadership,1,2008,2.3832221163012392e-4
"Edwards, John",1,2008,2.3832221163012392e-4
El Salvador,1,2008,2.3832221163012392e-4
Election law,1,2008,2.3832221163012392e-4
Elections -- Germany,1,2008,2.3832221163012392e-4
Elections -- Italy,1,2008,2.3832221163012392e-4
Elections -- Paraguay,1,2008,2.3832221163012392e-4
Elections -- Paris France,1,2008,2.3832221163012392e-4
Electoral reform,1,2008,2.3832221163012392e-4
Electrical equipment,1,2008,2.3832221163012392e-4
Electronic funds transfer systems--EFTS,1,2008,2.3832221163012392e-4
Electronic monitoring,1,2008,2.3832221163012392e-4
Elephants,1,2008,2.3832221163012392e-4
Elgin Illinois,1,2008,2.3832221163012392e-4
"Ellison, Keith",1,2008,2.3832221163012392e-4
Eminent domain,1,2008,2.3832221163012392e-4
Emmy awards,1,2008,2.3832221163012392e-4
Employers,1,2008,2.3832221163012392e-4
Employment,1,2008,2.3832221163012392e-4
Employment discrimination,1,2008,2.3832221163012392e-4
Employment policies,1,2008,2.3832221163012392e-4
Employment security,1,2008,2.3832221163012392e-4
Endangered & extinct species,1,2008,2.3832221163012392e-4
Entrepreneurs,1,2008,2.3832221163012392e-4
Entrepreneurship,1,2008,2.3832221163012392e-4
Environmental policy,1,2008,2.3832221163012392e-4
Epidemics,1,2008,2.3832221163012392e-4
Episcopal churches,1,2008,2.3832221163012392e-4
Equal rights,1,2008,2.3832221163012392e-4
Equality,1,2008,2.3832221163012392e-4
Errors,1,2008,2.3832221163012392e-4
"Esparza, Adrian Armando",1,2008,2.3832221163012392e-4
Estimates,1,2008,2.3832221163012392e-4
Ethiopia,1,2008,2.3832221163012392e-4
EU membership,1,2008,2.3832221163012392e-4
Euro,1,2008,2.3832221163012392e-4
Evacuations & rescues,1,2008,2.3832221163012392e-4
Exchange programs,1,2008,2.3832221163012392e-4
Executives,1,2008,2.3832221163012392e-4
Exhibits,1,2008,2.3832221163012392e-4
Explosives,1,2008,2.3832221163012392e-4
Exports,1,2008,2.3832221163012392e-4
Eye surgery,1,2008,2.3832221163012392e-4
Factories,1,2008,2.3832221163012392e-4
Fairfield Iowa,1,2008,2.3832221163012392e-4
Faith,1,2008,2.3832221163012392e-4
Farmers,1,2008,2.3832221163012392e-4
Farming,1,2008,2.3832221163012392e-4
Farmworkers,1,2008,2.3832221163012392e-4
Fashion,1,2008,2.3832221163012392e-4
Fast food,1,2008,2.3832221163012392e-4
Federal aid,1,2008,2.3832221163012392e-4
Federal courts,1,2008,2.3832221163012392e-4
Fees & charges,1,2008,2.3832221163012392e-4
Ferries,1,2008,2.3832221163012392e-4
Fertility,1,2008,2.3832221163012392e-4
Festivals,1,2008,2.3832221163012392e-4
Financial accounting standards,1,2008,2.3832221163012392e-4
Financial institutions,1,2008,2.3832221163012392e-4
Financial statements,1,2008,2.3832221163012392e-4
Fines & penalties,1,2008,2.3832221163012392e-4
Fingerprinting,1,2008,2.3832221163012392e-4
Fisheries,1,2008,2.3832221163012392e-4
Fishery economics,1,2008,2.3832221163012392e-4
Fishing,1,2008,2.3832221163012392e-4
Flight attendants,1,2008,2.3832221163012392e-4
Floods,1,2008,2.3832221163012392e-4
Flushing-Queens NY,1,2008,2.3832221163012392e-4
Folk medicine,1,2008,2.3832221163012392e-4
Folk music,1,2008,2.3832221163012392e-4
Food prices,1,2008,2.3832221163012392e-4
Food processing industry,1,2008,2.3832221163012392e-4
Food stamps,1,2008,2.3832221163012392e-4
Foreclosure,1,2008,2.3832221163012392e-4
Foreign aid,1,2008,2.3832221163012392e-4
Foreign investment,1,2008,2.3832221163012392e-4
Foreign language instruction,1,2008,2.3832221163012392e-4
Foreign residents,1,2008,2.3832221163012392e-4
Foreign students,1,2008,2.3832221163012392e-4
Forensic sciences,1,2008,2.3832221163012392e-4
Forest & brush fires,1,2008,2.3832221163012392e-4
Forgery,1,2008,2.3832221163012392e-4
"Foster, Bill",1,2008,2.3832221163012392e-4
Fraud,1,2008,2.3832221163012392e-4
Free trade,1,2008,2.3832221163012392e-4
Funeral homes,1,2008,2.3832221163012392e-4
Furniture stores,1,2008,2.3832221163012392e-4
Galapagos Islands,1,2008,2.3832221163012392e-4
Gambling industry,1,2008,2.3832221163012392e-4
Gaming machines,1,2008,2.3832221163012392e-4
Gangs,1,2008,2.3832221163012392e-4
"Garcia, Alan",1,2008,2.3832221163012392e-4
Gardens & gardening,1,2008,2.3832221163012392e-4
Gas industry,1,2008,2.3832221163012392e-4
Gated communities,1,2008,2.3832221163012392e-4
Gaza Strip,1,2008,2.3832221163012392e-4
Ghana,1,2008,2.3832221163012392e-4
Gift shops,1,2008,2.3832221163012392e-4
"Glass, Philip",1,2008,2.3832221163012392e-4
Global economy,1,2008,2.3832221163012392e-4
Globalization,1,2008,2.3832221163012392e-4
"Gonzales-Day, Ken",1,2008,2.3832221163012392e-4
"Gordon, Phil",1,2008,2.3832221163012392e-4
Gossip,1,2008,2.3832221163012392e-4
Government aid,1,2008,2.3832221163012392e-4
Government subsidies,1,2008,2.3832221163012392e-4
Grand Island Nebraska,1,2008,2.3832221163012392e-4
Grass roots movement,1,2008,2.3832221163012392e-4
Great Depression,1,2008,2.3832221163012392e-4
Greek Americans,1,2008,2.3832221163012392e-4
Green buildings,1,2008,2.3832221163012392e-4
Greenhouse gases,1,2008,2.3832221163012392e-4
Greenpoint-Brooklyn NY,1,2008,2.3832221163012392e-4
"Greenspan, Alan",1,2008,2.3832221163012392e-4
Growth hormones,1,2008,2.3832221163012392e-4
"Guibre, Abdul William",1,2008,2.3832221163012392e-4
Guinea,1,2008,2.3832221163012392e-4
Gulf of California,1,2008,2.3832221163012392e-4
"Gutierrez, Juan Marcos",1,2008,2.3832221163012392e-4
"Hamilton, Lewis",1,2008,2.3832221163012392e-4
Hamptons-Long Island NY,1,2008,2.3832221163012392e-4
Handbags & purses,1,2008,2.3832221163012392e-4
Handicapped accessibility,1,2008,2.3832221163012392e-4
"Hastert, Dennis",1,2008,2.3832221163012392e-4
Health behavior,1,2008,2.3832221163012392e-4
Hemorrhage,1,2008,2.3832221163012392e-4
High income,1,2008,2.3832221163012392e-4
High rise buildings,1,2008,2.3832221163012392e-4
High school graduates,1,2008,2.3832221163012392e-4
Hiring,1,2008,2.3832221163012392e-4
Historic trails,1,2008,2.3832221163012392e-4
History of medicine,1,2008,2.3832221163012392e-4
"Hitler, Adolf (1889-1945)",1,2008,2.3832221163012392e-4
Holidays & special occasions,1,2008,2.3832221163012392e-4
Home loans,1,2008,2.3832221163012392e-4
Home school relationship,1,2008,2.3832221163012392e-4
Homeless people,1,2008,2.3832221163012392e-4
Homeowners,1,2008,2.3832221163012392e-4
Homestead Florida,1,2008,2.3832221163012392e-4
Homosexuality,1,2008,2.3832221163012392e-4
Hospice care,1,2008,2.3832221163012392e-4
Hospitality industry,1,2008,2.3832221163012392e-4
Hospitalization,1,2008,2.3832221163012392e-4
Hotel chains,1,2008,2.3832221163012392e-4
Housing discrimination,1,2008,2.3832221163012392e-4
Human papillomavirus,1,2008,2.3832221163012392e-4
Human trafficking,1,2008,2.3832221163012392e-4
Hungary,1,2008,2.3832221163012392e-4
Hunger strikes,1,2008,2.3832221163012392e-4
"Ibrahim, Anwar",1,2008,2.3832221163012392e-4
"Ibrahim, Yousif",1,2008,2.3832221163012392e-4
Ice skating,1,2008,2.3832221163012392e-4
Illinois,1,2008,2.3832221163012392e-4
Image,1,2008,2.3832221163012392e-4
Immersion programs,1,2008,2.3832221163012392e-4
Impact analysis,1,2008,2.3832221163012392e-4
Impeachment,1,2008,2.3832221163012392e-4
Imports,1,2008,2.3832221163012392e-4
Income,1,2008,2.3832221163012392e-4
Income redistribution,1,2008,2.3832221163012392e-4
Independence Day,1,2008,2.3832221163012392e-4
Independent bookstores,1,2008,2.3832221163012392e-4
Indiana,1,2008,2.3832221163012392e-4
Industrial development,1,2008,2.3832221163012392e-4
Industrial plants,1,2008,2.3832221163012392e-4
Inflation,1,2008,2.3832221163012392e-4
Influence,1,2008,2.3832221163012392e-4
Information sharing,1,2008,2.3832221163012392e-4
Infrastructure,1,2008,2.3832221163012392e-4
Initiatives,1,2008,2.3832221163012392e-4
Inservice training,1,2008,2.3832221163012392e-4
Insider trading,1,2008,2.3832221163012392e-4
