Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Trump's Neo-Nationalists,"  In its milder form, economic nationalism means state subsidies for national-champion companies, giant infrastructure projects, targeted tariff protections for politically favored industries, ""Buy American"" provisions in government contracting, federal interventions against foreign takeovers of ""sensitive"" companies. Economic nationalism, in other words, means economic ruin -- along with all the political favoritism, crony capitalism and inefficiency that Americans usually associate with Solyndra, the Synfuels Corp., or the Port Authority of New York and New Jersey.",1841959257,Newspapers," Stephens, Bret
Bret
Bret Stephens
Stephens
Bret Stephens , Stephens, Bret
Bret
Bret Stephens
Stephens
Bret Stephens",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4257285471 , 109188282 , 7510 , WSJ , DWJNJ000000020161122ecbm00016", Commentary," Nov 22, 2016",0099-9660, English, English, A.15," New York, N.Y.","Nov 22, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841959257?accountid=14496,,,, A.15,," Immigration , Gross Domestic Product--GDP , Nationalism , Trump, Donald J , Bannon, Stephen K",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Neo-Nationalists&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-22&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Stephens%2C+Bret&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Immigration Reaches Critical Mass; America is not an ethno-state. That this needs restating is a sign of the times.,"  During the past five decades, this process has been reversed. Since 1965, according to the Pew Research Center, immigration has increased the country's foreign-born population from 9.6 million to a record 45 million in 2015.",1842340993,Newspapers," Galston, William A
William
William A Galston
Galston
A
William A. Galston , Galston, William A
William
William A Galston
Galston
A
William A. Galston",," Congress
921120 , Brookings Institution
541711
541720"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4258438971 , 109176322 , 117310 , WSJO , WSJOWSJO20161122000020161122ecbm00cnt", News," Nov 22, 2016",, English, English, n/a," New York, N.Y.","Nov 22, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1842340993?accountid=14496,,,, n/a,," Aliens , Immigration policy , Population , Voting rights , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigration+Reaches+Critical+Mass%3B+America+is+not+an+ethno-state.+That+this+needs+restating+is+a+sign+of+the+times.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Galston%2C+William+A&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
How one Indian IRS scam works; Overseas callers trick U.S. taxpayers into handing over millions.,"  ""Any large country where the employment opportunities are few but the number of available graduates is high, you will always have the risk of illicit activities,"" said K.S. Viswanathan, vice president of industry initiatives at Nasscom, an industry group that has worked with U.S. authorities to combat call center fraud.",1842390046,Newspapers," Bengali, Shashank
Shashank
Shashank Bengali
Bengali
Shashank Bengali , Bengali, Shashank
Shashank
Shashank Bengali
Bengali
Shashank Bengali",," Internal Revenue Service--IRS
921130", (Copyright (c) 2016 Los Angeles Times)," 4258834591 , 109211482 , 7683 , ANGE , LATM2016112331599", News," Nov 23, 2016",0458-3035, English, English, A.1," Los Angeles, Calif.","Nov 23, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1842390046?accountid=14496,,,, A.1,," College graduates , Outsourcing , Fraud , Criminal investigations , India , United States--US , Apple iTunes"," INTERNAL REVENUE SERVICE , INDIA , FRAUD",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=How+one+Indian+IRS+scam+works%3B+Overseas+callers+trick+U.S.+taxpayers+into+handing+over+millions.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-23&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Bengali%2C+Shashank&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"An American Story, Told Through a School of Immigrants","  [...]Ms. Russo will ask, ""Who has parents who were born in another country?"" At that, she says, ""the whole assembly's hands go up, including the teachers. "" ""Because that's the story of this country,"" she continued. A third of all students in the school -- including almost the entire kindergarten -- came to this country just this year. Since the election of Donald J. Trump as president, anxiety has rippled through the school's community, where some of the parents are undocumented; Mr. Trump has pledged to deport people like them.",1842392348,Newspapers," Harris, Elizabeth A
Elizabeth
Elizabeth A Harris
Harris
A
Elizabeth A. Harris , Harris, Elizabeth A
Elizabeth
Elizabeth A Harris
Harris
A
Elizabeth A. Harris", NYTIAO,," Copyright New York Times Company Nov 23, 2016"," 4258839831 , 109212812 , 7818 , NYTIAO , NYT , 759589-20161123", News," Nov 23, 2016",0362-4331, English, English, A.20," New York, N.Y.","Nov 23, 2016",New York Times,2016,https://search.proquest.com/docview/1842392348?accountid=14496,,,, A.20,," Immigration , Presidential elections , Election results , Aliens , Students , Public schools , Brooklyn New York",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=An+American+Story%2C+Told+Through+a+School+of+Immigrants%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-23&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=Harris%2C+Elizabeth+A&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Lithuania's New Premier Vows to Bolster Military Spending,  Lawmakers in Lithuania chose as their new prime minister on Tuesday a former police chief and interior minister who supports Donald J. Trump's call for NATO members to spend more on defense.,1842392384,Newspapers," Martyn-Hemphill, Richard
Richard
Richard Martyn-Hemphill
Martyn-Hemphill
Richard Martyn-Hemphill , Martyn-Hemphill, Richard
Richard
Richard Martyn-Hemphill
Martyn-Hemphill
Richard Martyn-Hemphill", NYTIAO," North Atlantic Treaty Organization--NATO
928120 , European Union
926110
928120"," Copyright New York Times Company Nov 23, 2016"," 4258839961 , 109212812 , 7818 , NYTIAO , NYT , 829323-20161123", NEWSPAPER," Nov 23, 2016",0362-4331, English, English, A.10," New York, N.Y.","Nov 23, 2016",New York Times,2016,https://search.proquest.com/docview/1842392384?accountid=14496,,,, A.10,," Prime ministers , Politics , Populism , Cultural heritage , Russia , Lithuania , Estonia , Netherlands , Poland , France , Ukraine , United States--US , Petry, Frauke , Putin, Vladimir",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Lithuania%27s+New+Premier+Vows+to+Bolster+Military+Spending%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-23&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Martyn-Hemphill%2C+Richard&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Politics &amp; Ideas: Immigration Reaches Critical Mass,"  During the past five decades, this process has been reversed. Since 1965, according to the Pew Research Center, immigration has increased the country's foreign-born population from 9.6 million to a record 45 million in 2015. If current trends continue, Pew predicts, the absolute number of first-generation immigrants will rise still further in the next five decades, to 78.2 million, and the immigrant share of the population will surge to a record high 17.7%.",1842415849,Newspapers," Galston, William A
William
William A Galston
Galston
A
William A. Galston , Galston, William A
William
William A Galston
Galston
A
William A. Galston",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4258856841 , 109213312 , 7510 , WSJ , DWJNJ000000020161123ecbn0000o", Commentary," Nov 23, 2016",0099-9660, English, English, A.13," New York, N.Y.","Nov 23, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1842415849?accountid=14496,,,, A.13,," Aliens , Voting rights , Immigration policy , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Politics+%26amp%3B+Ideas%3A+Immigration+Reaches+Critical+Mass&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-23&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Galston%2C+William+A&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Donald Trump's New York Times Interview: Full Transcript,"  Following is a transcript of President-elect Donald J. Trump's interview on Tuesday with reporters, editors and opinion columnists from The New York Times. ARTHUR SULZBERGER Jr., publisher of The New York Times: Thank you very much for joining us.",1842458923,Newspapers,, NYTIAO," Electoral College
921190 , New York Times Co
511110
511120
515112
515120"," Copyright New York Times Company Nov 23, 2016"," 4259145971 , 109212812 , 7818 , NYTIAO , NYT , 843385-20161123", Text," Nov 23, 2016",0362-4331, English, English,," New York, N.Y.","Nov 23, 2016",New York Times,2016,https://search.proquest.com/docview/1842458923?accountid=14496,,,, n/a,," Appointments & personnel changes , Michigan , California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Donald+Trump%27s+New+York+Times+Interview%3A+Full+Transcript%3A+%5BText%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-23&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"'Economic Tsunami': Fearing Trump, Immigrants in City Are Spending Less","  [...]he ordered fewer syringes and fillings last week from Benco Dental, a family-owned company based in Luzerne County, Pa., where 58 percent voted for the Republican, Donald.",1842785416,Newspapers," Robbins, Liz
Liz
Liz Robbins
Robbins
Liz Robbins , Robbins, Liz
Liz
Liz Robbins
Robbins
Liz Robbins", NYTIAO,," Copyright New York Times Company Nov 24, 2016"," 4260232951 , 109235442 , 7818 , NYTIAO , NYT , 831980-20161124", News," Nov 24, 2016",0362-4331, English, English, A.27," New York, N.Y.","Nov 24, 2016",New York Times,2016,https://search.proquest.com/docview/1842785416?accountid=14496,,,, A.27,," Informal economy , Local elections , Anxieties , Consumer spending , Minority & ethnic groups , Presidents , Economic impact , Hispanic Americans , Neighborhoods , Deportation , Aliens , Immigration policy , United States--US , New York City New York , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=%27Economic+Tsunami%27%3A+Fearing+Trump%2C+Immigrants+in+City+Are+Spending+Less%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-24&amp;volume=&amp;issue=&amp;spage=A.27&amp;au=Robbins%2C+Liz&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
An Unwelcome Exodus,"  The problem that many interior states face is that young college graduates moving into the state aren't keeping up with those that are leaving. (People who grew up in one state, went to college in another and then moved somewhere else are counted as migrating from the state where they attended college.) Generally, Rust Belt and Midwest states like Ohio, Michigan and Iowa, and Plains states like South Dakota and Nebraska have seen the largest net losses in younger, college-educated people.",1842786234,Newspapers," Bui, Quoctrung
Quoctrung
Quoctrung Bui
Bui
Quoctrung Bui , Bui, Quoctrung
Quoctrung
Quoctrung Bui
Bui
Quoctrung Bui", NYTIAO,," Copyright New York Times Company Nov 24, 2016"," 4260233461 , 109235442 , 7818 , NYTIAO , NYT , 760323-20161124", NEWSPAPER," Nov 24, 2016",0362-4331, English, English, A.3," New York, N.Y.","Nov 24, 2016",New York Times,2016,https://search.proquest.com/docview/1842786234?accountid=14496,,,, A.3,," College graduates , Migration , Workers , California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=An+Unwelcome+Exodus%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-24&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Bui%2C+Quoctrung&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Small Businesses Lament There Are Too Few Mexicans in U.S., Not Too Many; As the labor market tightens and the population of undocumented immigrants shrinks, employers in low-skill industries such as hospitality, construction and agriculture scramble to fill jobs",,1842889396,Newspapers," Jordan, Miriam
Miriam
Miriam Jordan
Jordan
Miriam Jordan; Santiago Pérez , Pérez, Santiago
Santiago
Santiago Pérez
Pérez , Jordan, Miriam
Miriam
Miriam Jordan
Jordan
Miriam Jordan , Pérez, Santiago
Santiago
Santiago Pérez
Pérez
Santiago Pérez",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4260593961 , 109227832 , 117310 , WSJO , WSJOWSJO20161124000020161124ecbo004h6", News," Nov 24, 2016",, English, English, n/a," New York, N.Y.","Nov 24, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1842889396?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Small+Businesses+Lament+There+Are+Too+Few+Mexicans+in+U.S.%2C+Not+Too+Many%3B+As+the+labor+market+tightens+and+the+population+of+undocumented+immigrants+shrinks%2C+employers+in+low-skill+industries+such+as+hospitality%2C+construction+and+agriculture+scramble+to+fill+jobs&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-24&amp;volume=&amp;issue=&amp;spage=&amp;au=Jordan%2C+Miriam%3BP%C3%A9rez%2C+Santiago&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Europe's Right Needs a New Path; Conservatives should reconsider moves to the middle and instead provide real opposition to the left.,,1842916984,Newspapers," Ronchi, Francesco
Francesco
Francesco Ronchi
Ronchi
Francesco Ronchi , Ronchi, Francesco
Francesco
Francesco Ronchi
Ronchi
Francesco Ronchi",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4260730981 , 109227832 , 117310 , WSJO , WSJOWSJO20161124000020161124ecbo0063j", News," Nov 24, 2016",, English, English, n/a," New York, N.Y.","Nov 24, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1842916984?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Europe%27s+Right+Needs+a+New+Path%3B+Conservatives+should+reconsider+moves+to+the+middle+and+instead+provide+real+opposition+to+the+left.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-24&amp;volume=&amp;issue=&amp;spage=&amp;au=Ronchi%2C+Francesco&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
A welcome gender parity; The top prospects for California attorney general are equally divided between men and women.,"  What does matter is that the next attorney general be a strong and decisive defender of the state's laws and values, equally versed in criminal justice and public policy, and a lead-er on long overdue public safety reforms.\n",1843014932,Newspapers,,,, (Copyright (c) 2016 Los Angeles Times)," 4260999271 , 109254042 , 7683 , ANGE , LATM2016112531715", News," Nov 25, 2016",0458-3035, English, English, A.12," Los Angeles, Calif.","Nov 25, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1843014932?accountid=14496,,,, A.12,," Attorneys general , Women , Governors , Candidates , Local elections , California", Editorial,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+welcome+gender+parity%3B+The+top+prospects+for+California+attorney+general+are+equally+divided+between+men+and+women.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-25&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"Employers' Lament: Too Few Immigrants --- As U.S. labor market tightens, some industries scramble to fill jobs","  In health care, the Labor Department expects demand for home aides to jump 40% in the next decade, the fastest of any occupation, as baby boomers age.",1843017418,Newspapers," Jordan, Miriam
Miriam
Miriam Jordan
Jordan
Miriam Jordan; Santiago Perez , Perez, Santiago
Santiago
Santiago Perez
Perez , Jordan, Miriam
Miriam
Miriam Jordan
Jordan
Miriam Jordan , Perez, Santiago
Santiago
Santiago Perez
Perez
Santiago Perez",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4261042161 , 109253372 , 7510 , WSJ , DWJNJ000000020161125ecbp0001z", News," Nov 25, 2016",0099-9660, English, English, A.1," New York, N.Y.","Nov 25, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1843017418?accountid=14496,,,, A.1,," Recruitment , Labor shortages , Skilled workers , Foreign labor , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Employers%27+Lament%3A+Too+Few+Immigrants+---+As+U.S.+labor+market+tightens%2C+some+industries+scramble+to+fill+jobs&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-25&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Jordan%2C+Miriam%3BPerez%2C+Santiago&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
